,inputs,targets
132,"Eq(308*f(x) - 419*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(419 - sqrt(174329))/2) + C2*exp(x*(sqrt(174329) + 419)/2))"
133,"Eq(62*f(x) - 270*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(135 - sqrt(18163))) + C2*exp(x*(sqrt(18163) + 135)))"
134,"Eq(71*f(x) - 382*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(191 - sqrt(36410))) + C2*exp(x*(sqrt(36410) + 191)))"
135,"Eq(226*f(x) - 79*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(79 - 3*sqrt(593))/2) + C2*exp(x*(3*sqrt(593) + 79)/2))"
136,"Eq(309*f(x) - 87*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(87 - sqrt(6333))/2) + C2*exp(x*(sqrt(6333) + 87)/2))"
137,"Eq(314*f(x) - 819*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(819 - sqrt(669505))/2) + C2*exp(x*(sqrt(669505) + 819)/2))"
138,"Eq(130*f(x) - 114*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(57 - sqrt(3119))) + C2*exp(x*(sqrt(3119) + 57)))"
139,"Eq(90*f(x) - 56*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(28 - sqrt(694))) + C2*exp(x*(sqrt(694) + 28)))"
140,"Eq(318*f(x) - 953*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(953 - sqrt(906937))/2) + C2*exp(x*(sqrt(906937) + 953)/2))"
141,"Eq(122*f(x) - 80*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(40 - sqrt(1478))) + C2*exp(x*(sqrt(1478) + 40)))"
142,"Eq(177*f(x) - 479*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(479 - sqrt(228733))/2) + C2*exp(x*(sqrt(228733) + 479)/2))"
143,"Eq(79*f(x) - 546*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(273 - 5*sqrt(2978))) + C2*exp(x*(5*sqrt(2978) + 273)))"
144,"Eq(22*f(x) - 734*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(367 - 3*sqrt(14963))) + C2*exp(x*(3*sqrt(14963) + 367)))"
145,"Eq(236*f(x) - 865*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(865 - sqrt(747281))/2) + C2*exp(x*(sqrt(747281) + 865)/2))"
146,"Eq(6*f(x) - 999*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(999 - sqrt(997977))/2) + C2*exp(x*(sqrt(997977) + 999)/2))"
147,"Eq(333*f(x) - 51*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(17 - sqrt(141))/2) + C2*exp(3*x*(sqrt(141) + 17)/2))"
148,"Eq(341*f(x) - 299*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(299 - sqrt(88037))/2) + C2*exp(x*(sqrt(88037) + 299)/2))"
149,"Eq(156*f(x) - 285*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(285 - sqrt(80601))/2) + C2*exp(x*(sqrt(80601) + 285)/2))"
150,"Eq(386*f(x) - 543*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(543 - sqrt(293305))/2) + C2*exp(x*(sqrt(293305) + 543)/2))"
151,"Eq(259*f(x) - 161*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(161 - 3*sqrt(2765))/2) + C2*exp(x*(3*sqrt(2765) + 161)/2))"
152,"Eq(165*f(x) - 489*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(489 - sqrt(238461))/2) + C2*exp(x*(sqrt(238461) + 489)/2))"
153,"Eq(205*f(x) - 50*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(25 - 2*sqrt(105))) + C2*exp(x*(2*sqrt(105) + 25)))"
154,"Eq(110*f(x) - 352*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(176 - sqrt(30866))) + C2*exp(x*(sqrt(30866) + 176)))"
155,"Eq(362*f(x) - 263*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(263 - sqrt(67721))/2) + C2*exp(x*(sqrt(67721) + 263)/2))"
156,"Eq(309*f(x) - 847*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(847 - sqrt(716173))/2) + C2*exp(x*(sqrt(716173) + 847)/2))"
157,"Eq(214*f(x) - 430*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(215 - 7*sqrt(939))) + C2*exp(x*(7*sqrt(939) + 215)))"
158,"Eq(275*f(x) - 899*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(899 - sqrt(807101))/2) + C2*exp(x*(sqrt(807101) + 899)/2))"
159,"Eq(32*f(x) - 137*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(137 - sqrt(18641))/2) + C2*exp(x*(sqrt(18641) + 137)/2))"
160,"Eq(339*f(x) - 619*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(619 - sqrt(381805))/2) + C2*exp(x*(sqrt(381805) + 619)/2))"
161,"Eq(124*f(x) - 592*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(148 - sqrt(21873))) + C2*exp(2*x*(sqrt(21873) + 148)))"
162,"Eq(233*f(x) - 43*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(43 - sqrt(917))/2) + C2*exp(x*(sqrt(917) + 43)/2))"
163,"Eq(129*f(x) - 989*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(989 - sqrt(977605))/2) + C2*exp(x*(sqrt(977605) + 989)/2))"
164,"Eq(99*f(x) - 869*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(869 - sqrt(754765))/2) + C2*exp(x*(sqrt(754765) + 869)/2))"
165,"Eq(324*f(x) - 463*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(463 - sqrt(213073))/2) + C2*exp(x*(sqrt(213073) + 463)/2))"
166,"Eq(366*f(x) - 15*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(1239)*x/2) + C2*cos(sqrt(1239)*x/2))*exp(15*x/2))"
167,"Eq(300*f(x) - 880*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(10*x*(44 - sqrt(1933))) + C2*exp(10*x*(sqrt(1933) + 44)))"
168,"Eq(42*f(x) - 451*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(451 - sqrt(203233))/2) + C2*exp(x*(sqrt(203233) + 451)/2))"
169,"Eq(117*f(x) - 863*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(863 - sqrt(744301))/2) + C2*exp(x*(sqrt(744301) + 863)/2))"
170,"Eq(307*f(x) - 974*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(487 - 3*sqrt(26318))) + C2*exp(x*(3*sqrt(26318) + 487)))"
171,"Eq(178*f(x) - 759*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(759 - sqrt(575369))/2) + C2*exp(x*(sqrt(575369) + 759)/2))"
172,"Eq(338*f(x) - 423*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(423 - sqrt(177577))/2) + C2*exp(x*(sqrt(177577) + 423)/2))"
173,"Eq(348*f(x) - 133*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(133 - sqrt(16297))/2) + C2*exp(x*(sqrt(16297) + 133)/2))"
174,"Eq(190*f(x) - 765*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(765 - sqrt(584465))/2) + C2*exp(x*(sqrt(584465) + 765)/2))"
175,"Eq(202*f(x) - 652*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(326 - 3*sqrt(11786))) + C2*exp(x*(3*sqrt(11786) + 326)))"
176,"Eq(280*f(x) - 437*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(437 - 11*sqrt(1569))/2) + C2*exp(x*(11*sqrt(1569) + 437)/2))"
177,"Eq(48*f(x) - 259*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(259 - sqrt(66889))/2) + C2*exp(x*(sqrt(66889) + 259)/2))"
178,"Eq(212*f(x) - 237*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(237 - 7*sqrt(1129))/2) + C2*exp(x*(7*sqrt(1129) + 237)/2))"
179,"Eq(213*f(x) - 936*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(468 - sqrt(218811))) + C2*exp(x*(sqrt(218811) + 468)))"
180,"Eq(200*f(x) - 633*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(633 - 7*sqrt(8161))/2) + C2*exp(x*(7*sqrt(8161) + 633)/2))"
181,"Eq(39*f(x) - 700*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(350 - sqrt(122461))) + C2*exp(x*(sqrt(122461) + 350)))"
182,"Eq(149*f(x) - 959*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(959 - sqrt(919085))/2) + C2*exp(x*(sqrt(919085) + 959)/2))"
183,"Eq(112*f(x) - 67*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(67 - 3*sqrt(449))/2) + C2*exp(x*(3*sqrt(449) + 67)/2))"
184,"Eq(146*f(x) - 581*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(581 - sqrt(336977))/2) + C2*exp(x*(sqrt(336977) + 581)/2))"
185,"Eq(224*f(x) - 737*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(737 - sqrt(542273))/2) + C2*exp(x*(sqrt(542273) + 737)/2))"
186,"Eq(133*f(x) - 958*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(479 - 2*sqrt(57327))) + C2*exp(x*(2*sqrt(57327) + 479)))"
187,"Eq(161*f(x) - 123*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(123 - sqrt(14485))/2) + C2*exp(x*(sqrt(14485) + 123)/2))"
188,"Eq(75*f(x) - 534*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(267 - sqrt(71214))) + C2*exp(x*(sqrt(71214) + 267)))"
189,"Eq(379*f(x) - 588*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(294 - sqrt(86057))) + C2*exp(x*(sqrt(86057) + 294)))"
190,"Eq(342*f(x) - 487*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(487 - sqrt(235801))/2) + C2*exp(x*(sqrt(235801) + 487)/2))"
191,"Eq(154*f(x) - 369*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(369 - sqrt(135545))/2) + C2*exp(x*(sqrt(135545) + 369)/2))"
192,"Eq(127*f(x) - 605*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(605 - 3*sqrt(40613))/2) + C2*exp(x*(3*sqrt(40613) + 605)/2))"
193,"Eq(355*f(x) - 57*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(57 - sqrt(1829))/2) + C2*exp(x*(sqrt(1829) + 57)/2))"
194,"Eq(57*f(x) - 739*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(739 - sqrt(545893))/2) + C2*exp(x*(sqrt(545893) + 739)/2))"
195,"Eq(32*f(x) - 807*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(807 - sqrt(651121))/2) + C2*exp(x*(sqrt(651121) + 807)/2))"
196,"Eq(133*f(x) - 823*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(823 - sqrt(676797))/2) + C2*exp(x*(sqrt(676797) + 823)/2))"
197,"Eq(320*f(x) - 899*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(899 - sqrt(806921))/2) + C2*exp(x*(sqrt(806921) + 899)/2))"
198,"Eq(316*f(x) - 253*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(253 - sqrt(62745))/2) + C2*exp(x*(sqrt(62745) + 253)/2))"
199,"Eq(379*f(x) - 301*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(301 - sqrt(89085))/2) + C2*exp(x*(sqrt(89085) + 301)/2))"
200,"Eq(215*f(x) - 531*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(531 - sqrt(281101))/2) + C2*exp(x*(sqrt(281101) + 531)/2))"
201,"Eq(258*f(x) - 596*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(298 - sqrt(88546))) + C2*exp(x*(sqrt(88546) + 298)))"
202,"Eq(f(x) - 673*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(673 - 15*sqrt(2013))/2) + C2*exp(x*(15*sqrt(2013) + 673)/2))"
203,"Eq(55*f(x) - 585*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(585 - sqrt(342005))/2) + C2*exp(x*(sqrt(342005) + 585)/2))"
204,"Eq(20*f(x) - 934*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(467 - sqrt(218069))) + C2*exp(x*(sqrt(218069) + 467)))"
205,"Eq(268*f(x) - 928*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(232 - 3*sqrt(5973))) + C2*exp(2*x*(3*sqrt(5973) + 232)))"
206,"Eq(158*f(x) - 983*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(983 - sqrt(965657))/2) + C2*exp(x*(sqrt(965657) + 983)/2))"
207,"Eq(197*f(x) - 761*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(761 - sqrt(578333))/2) + C2*exp(x*(sqrt(578333) + 761)/2))"
208,"Eq(47*f(x) - 730*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(365 - sqrt(133178))) + C2*exp(x*(sqrt(133178) + 365)))"
209,"Eq(367*f(x) - 346*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(173 - sqrt(29562))) + C2*exp(x*(sqrt(29562) + 173)))"
210,"Eq(239*f(x) - 703*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(703 - sqrt(493253))/2) + C2*exp(x*(sqrt(493253) + 703)/2))"
211,"Eq(61*f(x) - 405*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(405 - sqrt(163781))/2) + C2*exp(x*(sqrt(163781) + 405)/2))"
212,"Eq(129*f(x) - 459*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(459 - sqrt(210165))/2) + C2*exp(x*(sqrt(210165) + 459)/2))"
213,"Eq(4*f(x) - 729*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(729 - 5*sqrt(21257))/2) + C2*exp(x*(5*sqrt(21257) + 729)/2))"
214,"Eq(169*f(x) - 180*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(90 - sqrt(7931))) + C2*exp(x*(sqrt(7931) + 90)))"
215,"Eq(89*f(x) - 402*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(201 - 2*sqrt(10078))) + C2*exp(x*(2*sqrt(10078) + 201)))"
216,"Eq(164*f(x) - 129*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(129 - sqrt(15985))/2) + C2*exp(x*(sqrt(15985) + 129)/2))"
217,"Eq(283*f(x) - 122*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(61 - 3*sqrt(382))) + C2*exp(x*(3*sqrt(382) + 61)))"
218,"Eq(49*f(x) - 139*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(139 - 15*sqrt(85))/2) + C2*exp(x*(15*sqrt(85) + 139)/2))"
219,"Eq(49*f(x) - 601*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(601 - sqrt(361005))/2) + C2*exp(x*(sqrt(361005) + 601)/2))"
220,"Eq(362*f(x) - 426*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(213 - sqrt(45007))) + C2*exp(x*(sqrt(45007) + 213)))"
221,"Eq(201*f(x) - 230*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(115 - 4*sqrt(814))) + C2*exp(x*(4*sqrt(814) + 115)))"
222,"Eq(209*f(x) - 949*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(949 - sqrt(899765))/2) + C2*exp(x*(sqrt(899765) + 949)/2))"
223,"Eq(3*f(x) - 659*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(659 - 11*sqrt(3589))/2) + C2*exp(x*(11*sqrt(3589) + 659)/2))"
224,"Eq(46*f(x) - 37*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(37 - sqrt(1185))/2) + C2*exp(x*(sqrt(1185) + 37)/2))"
225,"Eq(79*f(x) - 661*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(661 - sqrt(436605))/2) + C2*exp(x*(sqrt(436605) + 661)/2))"
226,"Eq(321*f(x) - 197*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(197 - 5*sqrt(1501))/2) + C2*exp(x*(5*sqrt(1501) + 197)/2))"
227,"Eq(130*f(x) - 437*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(437 - 3*sqrt(21161))/2) + C2*exp(x*(3*sqrt(21161) + 437)/2))"
228,"Eq(206*f(x) - 232*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(116 - 5*sqrt(530))) + C2*exp(x*(5*sqrt(530) + 116)))"
229,"Eq(170*f(x) - 853*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(853 - sqrt(726929))/2) + C2*exp(x*(sqrt(726929) + 853)/2))"
230,"Eq(164*f(x) - 338*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(169 - sqrt(28397))) + C2*exp(x*(sqrt(28397) + 169)))"
231,"Eq(277*f(x) - 359*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(359 - 3*sqrt(14197))/2) + C2*exp(x*(3*sqrt(14197) + 359)/2))"
232,"Eq(297*f(x) - 786*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(131 - 2*sqrt(4282))) + C2*exp(3*x*(2*sqrt(4282) + 131)))"
233,"Eq(58*f(x) - 859*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(859 - 3*sqrt(81961))/2) + C2*exp(x*(3*sqrt(81961) + 859)/2))"
234,"Eq(252*f(x) - 712*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(178 - sqrt(31621))) + C2*exp(2*x*(sqrt(31621) + 178)))"
235,"Eq(301*f(x) - 975*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(975 - sqrt(949421))/2) + C2*exp(x*(sqrt(949421) + 975)/2))"
236,"Eq(121*f(x) - 667*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(667 - sqrt(444405))/2) + C2*exp(x*(sqrt(444405) + 667)/2))"
237,"Eq(206*f(x) - 935*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(935 - sqrt(873401))/2) + C2*exp(x*(sqrt(873401) + 935)/2))"
238,"Eq(372*f(x) - 293*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(293 - sqrt(84361))/2) + C2*exp(x*(sqrt(84361) + 293)/2))"
239,"Eq(294*f(x) - 213*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(213 - sqrt(44193))/2) + C2*exp(x*(sqrt(44193) + 213)/2))"
240,"Eq(218*f(x) - 674*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(337 - sqrt(113351))) + C2*exp(x*(sqrt(113351) + 337)))"
241,"Eq(183*f(x) - 869*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(869 - sqrt(754429))/2) + C2*exp(x*(sqrt(754429) + 869)/2))"
242,"Eq(161*f(x) - 415*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(415 - sqrt(171581))/2) + C2*exp(x*(sqrt(171581) + 415)/2))"
243,"Eq(144*f(x) - 628*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(157 - sqrt(24613))) + C2*exp(2*x*(sqrt(24613) + 157)))"
244,"Eq(265*f(x) - 296*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(148 - sqrt(21639))) + C2*exp(x*(sqrt(21639) + 148)))"
245,"Eq(166*f(x) - 549*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(549 - sqrt(300737))/2) + C2*exp(x*(sqrt(300737) + 549)/2))"
246,"Eq(107*f(x) - 609*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(609 - sqrt(370453))/2) + C2*exp(x*(sqrt(370453) + 609)/2))"
247,"Eq(56*f(x) - 692*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(173 - sqrt(29915))) + C2*exp(2*x*(sqrt(29915) + 173)))"
248,"Eq(132*f(x) - 335*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(335 - sqrt(111697))/2) + C2*exp(x*(sqrt(111697) + 335)/2))"
249,"Eq(241*f(x) - 57*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(57 - sqrt(2285))/2) + C2*exp(x*(sqrt(2285) + 57)/2))"
250,"Eq(111*f(x) - 307*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(307 - sqrt(93805))/2) + C2*exp(x*(sqrt(93805) + 307)/2))"
251,"Eq(386*f(x) - 203*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(203 - sqrt(39665))/2) + C2*exp(x*(sqrt(39665) + 203)/2))"
252,"Eq(167*f(x) - 36*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(18 - sqrt(157))) + C2*exp(x*(sqrt(157) + 18)))"
253,"Eq(343*f(x) - 577*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(577 - sqrt(331557))/2) + C2*exp(x*(sqrt(331557) + 577)/2))"
254,"Eq(12*f(x) - 617*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(617 - sqrt(380641))/2) + C2*exp(x*(sqrt(380641) + 617)/2))"
255,"Eq(363*f(x) - 389*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(389 - sqrt(149869))/2) + C2*exp(x*(sqrt(149869) + 389)/2))"
256,"Eq(380*f(x) - 543*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(543 - sqrt(293329))/2) + C2*exp(x*(sqrt(293329) + 543)/2))"
257,"Eq(85*f(x) - 956*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(478 - sqrt(228399))) + C2*exp(x*(sqrt(228399) + 478)))"
258,"Eq(206*f(x) - 728*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(364 - sqrt(132290))) + C2*exp(x*(sqrt(132290) + 364)))"
259,"Eq(347*f(x) - 668*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(334 - sqrt(111209))) + C2*exp(x*(sqrt(111209) + 334)))"
260,"Eq(343*f(x) - 934*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(467 - 3*sqrt(24194))) + C2*exp(x*(3*sqrt(24194) + 467)))"
261,"Eq(26*f(x) - 283*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(283 - sqrt(79985))/2) + C2*exp(x*(sqrt(79985) + 283)/2))"
