,inputs,targets
132,"Eq(88*f(x) - 248*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(62 - 7*sqrt(78))) + C2*exp(2*x*(7*sqrt(78) + 62)))"
133,"Eq(94*f(x) - 561*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(561 - sqrt(314345))/2) + C2*exp(x*(sqrt(314345) + 561)/2))"
134,"Eq(312*f(x) - 274*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(137 - sqrt(18457))) + C2*exp(x*(sqrt(18457) + 137)))"
135,"Eq(167*f(x) - 532*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(266 - sqrt(70589))) + C2*exp(x*(sqrt(70589) + 266)))"
136,"Eq(100*f(x) - 165*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(5*x*(33 - sqrt(1073))/2) + C2*exp(5*x*(sqrt(1073) + 33)/2))"
137,"Eq(306*f(x) - 387*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(129 - sqrt(16505))/2) + C2*exp(3*x*(sqrt(16505) + 129)/2))"
138,"Eq(214*f(x) - 883*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(883 - 3*sqrt(86537))/2) + C2*exp(x*(3*sqrt(86537) + 883)/2))"
139,"Eq(376*f(x) - 29*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(663)*x/2) + C2*cos(sqrt(663)*x/2))*exp(29*x/2))"
140,"Eq(266*f(x) - 366*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(183 - sqrt(33223))) + C2*exp(x*(sqrt(33223) + 183)))"
141,"Eq(236*f(x) - 354*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(177 - sqrt(31093))) + C2*exp(x*(sqrt(31093) + 177)))"
142,"Eq(304*f(x) - 495*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(495 - sqrt(243809))/2) + C2*exp(x*(sqrt(243809) + 495)/2))"
143,"Eq(268*f(x) - 494*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(247 - 3*sqrt(6749))) + C2*exp(x*(3*sqrt(6749) + 247)))"
144,"Eq(155*f(x) - 674*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(337 - sqrt(113414))) + C2*exp(x*(sqrt(113414) + 337)))"
145,"Eq(375*f(x) - 744*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(372 - sqrt(138009))) + C2*exp(x*(sqrt(138009) + 372)))"
146,"Eq(267*f(x) - 230*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(115 - sqrt(12958))) + C2*exp(x*(sqrt(12958) + 115)))"
147,"Eq(47*f(x) - 693*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(693 - sqrt(480061))/2) + C2*exp(x*(sqrt(480061) + 693)/2))"
148,"Eq(277*f(x) - 440*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(220 - 3*sqrt(5347))) + C2*exp(x*(3*sqrt(5347) + 220)))"
149,"Eq(284*f(x) - 297*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(297 - 7*sqrt(1777))/2) + C2*exp(x*(7*sqrt(1777) + 297)/2))"
150,"Eq(124*f(x) - 732*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(183 - sqrt(33458))) + C2*exp(2*x*(sqrt(33458) + 183)))"
151,"Eq(108*f(x) - 503*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(503 - sqrt(252577))/2) + C2*exp(x*(sqrt(252577) + 503)/2))"
152,"Eq(197*f(x) - 159*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(159 - sqrt(24493))/2) + C2*exp(x*(sqrt(24493) + 159)/2))"
153,"Eq(299*f(x) - 881*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(881 - sqrt(774965))/2) + C2*exp(x*(sqrt(774965) + 881)/2))"
154,"Eq(115*f(x) - 363*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(363 - sqrt(131309))/2) + C2*exp(x*(sqrt(131309) + 363)/2))"
155,"Eq(199*f(x) - 221*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(221 - sqrt(48045))/2) + C2*exp(x*(sqrt(48045) + 221)/2))"
156,"Eq(174*f(x) - 165*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(165 - sqrt(26529))/2) + C2*exp(x*(sqrt(26529) + 165)/2))"
157,"Eq(337*f(x) - 422*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(211 - 2*sqrt(11046))) + C2*exp(x*(2*sqrt(11046) + 211)))"
158,"Eq(364*f(x) - 415*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(415 - sqrt(170769))/2) + C2*exp(x*(sqrt(170769) + 415)/2))"
159,"Eq(211*f(x) - 751*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(751 - 21*sqrt(1277))/2) + C2*exp(x*(21*sqrt(1277) + 751)/2))"
160,"Eq(317*f(x) - 896*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(448 - sqrt(200387))) + C2*exp(x*(sqrt(200387) + 448)))"
161,"Eq(388*f(x) - 308*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(77 - 54*sqrt(2))) + C2*exp(2*x*(54*sqrt(2) + 77)))"
162,"Eq(309*f(x) - 581*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(581 - 5*sqrt(13453))/2) + C2*exp(x*(5*sqrt(13453) + 581)/2))"
163,"Eq(262*f(x) - 117*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(117 - sqrt(12641))/2) + C2*exp(x*(sqrt(12641) + 117)/2))"
164,"Eq(36*f(x) - 332*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(83 - 4*sqrt(430))) + C2*exp(2*x*(4*sqrt(430) + 83)))"
165,"Eq(164*f(x) - 382*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(191 - sqrt(36317))) + C2*exp(x*(sqrt(36317) + 191)))"
166,"Eq(116*f(x) - 631*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(631 - sqrt(397697))/2) + C2*exp(x*(sqrt(397697) + 631)/2))"
167,"Eq(252*f(x) - 585*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(195 - sqrt(37913))/2) + C2*exp(3*x*(sqrt(37913) + 195)/2))"
168,"Eq(268*f(x) - 731*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(731 - sqrt(533289))/2) + C2*exp(x*(sqrt(533289) + 731)/2))"
169,"Eq(9*f(x) - 420*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(70 - sqrt(4899))) + C2*exp(3*x*(sqrt(4899) + 70)))"
170,"Eq(228*f(x) - 648*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(162 - sqrt(26187))) + C2*exp(2*x*(sqrt(26187) + 162)))"
171,"Eq(154*f(x) - 98*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(49 - sqrt(2247))) + C2*exp(x*(sqrt(2247) + 49)))"
172,"Eq(370*f(x) - 881*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(881 - sqrt(774681))/2) + C2*exp(x*(sqrt(774681) + 881)/2))"
173,"Eq(355*f(x) - 200*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(100 - sqrt(9645))) + C2*exp(x*(sqrt(9645) + 100)))"
174,"Eq(317*f(x) - 36*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(18 - sqrt(7))) + C2*exp(x*(sqrt(7) + 18)))"
175,"Eq(312*f(x) - 321*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(321 - sqrt(101793))/2) + C2*exp(x*(sqrt(101793) + 321)/2))"
176,"Eq(339*f(x) - 743*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(743 - sqrt(550693))/2) + C2*exp(x*(sqrt(550693) + 743)/2))"
177,"Eq(191*f(x) - 77*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(77 - sqrt(5165))/2) + C2*exp(x*(sqrt(5165) + 77)/2))"
178,"Eq(385*f(x) - 38*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(2*sqrt(6)*x) + C2*cos(2*sqrt(6)*x))*exp(19*x))"
179,"Eq(182*f(x) - 479*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(479 - sqrt(228713))/2) + C2*exp(x*(sqrt(228713) + 479)/2))"
180,"Eq(39*f(x) - 144*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(72 - 7*sqrt(105))) + C2*exp(x*(7*sqrt(105) + 72)))"
181,"Eq(153*f(x) - 649*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(649 - sqrt(420589))/2) + C2*exp(x*(sqrt(420589) + 649)/2))"
182,"Eq(193*f(x) - 517*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(517 - 3*sqrt(29613))/2) + C2*exp(x*(3*sqrt(29613) + 517)/2))"
183,"Eq(57*f(x) - 51*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(51 - sqrt(2373))/2) + C2*exp(x*(sqrt(2373) + 51)/2))"
184,"Eq(79*f(x) - 108*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(54 - sqrt(2837))) + C2*exp(x*(sqrt(2837) + 54)))"
185,"Eq(168*f(x) - 786*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(393 - sqrt(154281))) + C2*exp(x*(sqrt(154281) + 393)))"
186,"Eq(216*f(x) - 439*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(439 - sqrt(191857))/2) + C2*exp(x*(sqrt(191857) + 439)/2))"
187,"Eq(133*f(x) - 961*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(961 - sqrt(922989))/2) + C2*exp(x*(sqrt(922989) + 961)/2))"
188,"Eq(258*f(x) - 673*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(673 - sqrt(451897))/2) + C2*exp(x*(sqrt(451897) + 673)/2))"
189,"Eq(276*f(x) - 116*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(29 - 2*sqrt(193))) + C2*exp(2*x*(2*sqrt(193) + 29)))"
190,"Eq(253*f(x) - 341*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(341 - sqrt(115269))/2) + C2*exp(x*(sqrt(115269) + 341)/2))"
191,"Eq(312*f(x) - 862*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(431 - sqrt(185449))) + C2*exp(x*(sqrt(185449) + 431)))"
192,"Eq(135*f(x) - 448*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(224 - sqrt(50041))) + C2*exp(x*(sqrt(50041) + 224)))"
193,"Eq(125*f(x) - 970*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(5*x*(97 - 2*sqrt(2351))) + C2*exp(5*x*(2*sqrt(2351) + 97)))"
194,"Eq(20*f(x) - 149*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(149 - sqrt(22121))/2) + C2*exp(x*(sqrt(22121) + 149)/2))"
195,"Eq(116*f(x) - 504*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(126 - sqrt(15847))) + C2*exp(2*x*(sqrt(15847) + 126)))"
196,"Eq(107*f(x) - 368*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(184 - sqrt(33749))) + C2*exp(x*(sqrt(33749) + 184)))"
197,"Eq(49*f(x) - 485*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(485 - sqrt(235029))/2) + C2*exp(x*(sqrt(235029) + 485)/2))"
198,"Eq(78*f(x) - 139*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(139 - sqrt(19009))/2) + C2*exp(x*(sqrt(19009) + 139)/2))"
199,"Eq(90*f(x) - 362*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(181 - sqrt(32671))) + C2*exp(x*(sqrt(32671) + 181)))"
200,"Eq(99*f(x) - 106*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(53 - sqrt(2710))) + C2*exp(x*(sqrt(2710) + 53)))"
201,"Eq(266*f(x) - 295*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(295 - sqrt(85961))/2) + C2*exp(x*(sqrt(85961) + 295)/2))"
202,"Eq(338*f(x) - 227*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(227 - sqrt(50177))/2) + C2*exp(x*(sqrt(50177) + 227)/2))"
203,"Eq(392*f(x) - 677*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(677 - sqrt(456761))/2) + C2*exp(x*(sqrt(456761) + 677)/2))"
204,"Eq(203*f(x) - 967*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(967 - sqrt(934277))/2) + C2*exp(x*(sqrt(934277) + 967)/2))"
205,"Eq(61*f(x) - 912*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(456 - 5*sqrt(8315))) + C2*exp(x*(5*sqrt(8315) + 456)))"
206,"Eq(14*f(x) - 566*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(283 - 5*sqrt(3203))) + C2*exp(x*(5*sqrt(3203) + 283)))"
207,"Eq(5*f(x) - 861*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(861 - sqrt(741301))/2) + C2*exp(x*(sqrt(741301) + 861)/2))"
208,"Eq(7*f(x) - 469*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(469 - 3*sqrt(24437))/2) + C2*exp(x*(3*sqrt(24437) + 469)/2))"
209,"Eq(116*f(x) - 713*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(713 - sqrt(507905))/2) + C2*exp(x*(sqrt(507905) + 713)/2))"
210,"Eq(278*f(x) - 773*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(773 - sqrt(596417))/2) + C2*exp(x*(sqrt(596417) + 773)/2))"
211,"Eq(289*f(x) - 897*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(897 - 7*sqrt(16397))/2) + C2*exp(x*(7*sqrt(16397) + 897)/2))"
212,"Eq(345*f(x) - 146*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(73 - 2*sqrt(1246))) + C2*exp(x*(2*sqrt(1246) + 73)))"
213,"Eq(133*f(x) - 837*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(837 - sqrt(700037))/2) + C2*exp(x*(sqrt(700037) + 837)/2))"
214,"Eq(314*f(x) - 194*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(97 - sqrt(9095))) + C2*exp(x*(sqrt(9095) + 97)))"
215,"Eq(41*f(x) - 44*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(22 - sqrt(443))) + C2*exp(x*(sqrt(443) + 22)))"
216,"Eq(186*f(x) - 282*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(141 - sqrt(19695))) + C2*exp(x*(sqrt(19695) + 141)))"
217,"Eq(159*f(x) - 565*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(565 - sqrt(318589))/2) + C2*exp(x*(sqrt(318589) + 565)/2))"
218,"Eq(172*f(x) - 161*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(161 - sqrt(25233))/2) + C2*exp(x*(sqrt(25233) + 161)/2))"
219,"Eq(332*f(x) - 176*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(44 - sqrt(1853))) + C2*exp(2*x*(sqrt(1853) + 44)))"
220,"Eq(393*f(x) - 969*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(969 - sqrt(937389))/2) + C2*exp(x*(sqrt(937389) + 969)/2))"
221,"Eq(30*f(x) - 550*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(275 - sqrt(75595))) + C2*exp(x*(sqrt(75595) + 275)))"
222,"Eq(17*f(x) - 371*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(371 - sqrt(137573))/2) + C2*exp(x*(sqrt(137573) + 371)/2))"
223,"Eq(107*f(x) - 282*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(141 - sqrt(19774))) + C2*exp(x*(sqrt(19774) + 141)))"
224,"Eq(11*f(x) - 495*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(495 - sqrt(244981))/2) + C2*exp(x*(sqrt(244981) + 495)/2))"
225,"Eq(298*f(x) - 403*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(403 - 3*sqrt(17913))/2) + C2*exp(x*(3*sqrt(17913) + 403)/2))"
226,"Eq(392*f(x) - 44*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(11 - sqrt(23))) + C2*exp(2*x*(sqrt(23) + 11)))"
227,"Eq(398*f(x) - 892*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(446 - sqrt(198518))) + C2*exp(x*(sqrt(198518) + 446)))"
228,"Eq(295*f(x) - 405*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(405 - sqrt(162845))/2) + C2*exp(x*(sqrt(162845) + 405)/2))"
229,"Eq(385*f(x) - 614*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(307 - 2*sqrt(23466))) + C2*exp(x*(2*sqrt(23466) + 307)))"
230,"Eq(368*f(x) - 279*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(279 - sqrt(76369))/2) + C2*exp(x*(sqrt(76369) + 279)/2))"
231,"Eq(182*f(x) - 553*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(553 - sqrt(305081))/2) + C2*exp(x*(sqrt(305081) + 553)/2))"
232,"Eq(344*f(x) - 665*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(665 - sqrt(440849))/2) + C2*exp(x*(sqrt(440849) + 665)/2))"
233,"Eq(186*f(x) - 766*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(383 - sqrt(146503))) + C2*exp(x*(sqrt(146503) + 383)))"
234,"Eq(185*f(x) - 860*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(430 - sqrt(184715))) + C2*exp(x*(sqrt(184715) + 430)))"
235,"Eq(94*f(x) - 497*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(497 - sqrt(246633))/2) + C2*exp(x*(sqrt(246633) + 497)/2))"
236,"Eq(339*f(x) - 915*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(915 - sqrt(835869))/2) + C2*exp(x*(sqrt(835869) + 915)/2))"
237,"Eq(313*f(x) - 135*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(135 - sqrt(16973))/2) + C2*exp(x*(sqrt(16973) + 135)/2))"
238,"Eq(55*f(x) - 152*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(76 - sqrt(5721))) + C2*exp(x*(sqrt(5721) + 76)))"
239,"Eq(358*f(x) - 429*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(429 - sqrt(182609))/2) + C2*exp(x*(sqrt(182609) + 429)/2))"
240,"Eq(185*f(x) - 575*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(575 - sqrt(329885))/2) + C2*exp(x*(sqrt(329885) + 575)/2))"
241,"Eq(20*f(x) - 230*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(115 - sqrt(13205))) + C2*exp(x*(sqrt(13205) + 115)))"
242,"Eq(259*f(x) - 873*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(873 - sqrt(761093))/2) + C2*exp(x*(sqrt(761093) + 873)/2))"
243,"Eq(294*f(x) - 880*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(440 - sqrt(193306))) + C2*exp(x*(sqrt(193306) + 440)))"
244,"Eq(70*f(x) - 353*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(353 - sqrt(124329))/2) + C2*exp(x*(sqrt(124329) + 353)/2))"
245,"Eq(366*f(x) - 334*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(167 - sqrt(27523))) + C2*exp(x*(sqrt(27523) + 167)))"
246,"Eq(49*f(x) - 881*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(881 - 17*sqrt(2685))/2) + C2*exp(x*(17*sqrt(2685) + 881)/2))"
247,"Eq(173*f(x) - 572*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(286 - sqrt(81623))) + C2*exp(x*(sqrt(81623) + 286)))"
248,"Eq(238*f(x) - 8*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(222)*x) + C2*cos(sqrt(222)*x))*exp(4*x))"
249,"Eq(369*f(x) - 893*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(893 - sqrt(795973))/2) + C2*exp(x*(sqrt(795973) + 893)/2))"
250,"Eq(69*f(x) - 5*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(251)*x/2) + C2*cos(sqrt(251)*x/2))*exp(5*x/2))"
251,"Eq(88*f(x) - 138*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(69 - sqrt(4673))) + C2*exp(x*(sqrt(4673) + 69)))"
252,"Eq(328*f(x) - 505*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(505 - sqrt(253713))/2) + C2*exp(x*(sqrt(253713) + 505)/2))"
253,"Eq(338*f(x) - 23*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(823)*x/2) + C2*cos(sqrt(823)*x/2))*exp(23*x/2))"
254,"Eq(154*f(x) - 860*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(430 - sqrt(184746))) + C2*exp(x*(sqrt(184746) + 430)))"
255,"Eq(332*f(x) - 401*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(401 - sqrt(159473))/2) + C2*exp(x*(sqrt(159473) + 401)/2))"
256,"Eq(195*f(x) - 551*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(551 - sqrt(302821))/2) + C2*exp(x*(sqrt(302821) + 551)/2))"
257,"Eq(289*f(x) - 403*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(403 - 3*sqrt(17917))/2) + C2*exp(x*(3*sqrt(17917) + 403)/2))"
258,"Eq(59*f(x) - 604*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(302 - sqrt(91145))) + C2*exp(x*(sqrt(91145) + 302)))"
259,"Eq(211*f(x) - 934*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(467 - sqrt(217878))) + C2*exp(x*(sqrt(217878) + 467)))"
260,"Eq(3*f(x) - 231*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(231 - sqrt(53349))/2) + C2*exp(x*(sqrt(53349) + 231)/2))"
261,"Eq(38*f(x) - 588*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(294 - sqrt(86398))) + C2*exp(x*(sqrt(86398) + 294)))"
262,"Eq(40*f(x) - 765*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(765 - sqrt(585065))/2) + C2*exp(x*(sqrt(585065) + 765)/2))"
