,inputs,targets
492,"Eq(94*f(x) - 502*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(251 - sqrt(62907))) + C2*exp(x*(sqrt(62907) + 251)))"
493,"Eq(311*f(x) - 447*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(447 - sqrt(198565))/2) + C2*exp(x*(sqrt(198565) + 447)/2))"
494,"Eq(304*f(x) - 384*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(4*x*(48 - sqrt(2285))) + C2*exp(4*x*(sqrt(2285) + 48)))"
495,"Eq(18*f(x) - 296*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(148 - sqrt(21886))) + C2*exp(x*(sqrt(21886) + 148)))"
496,"Eq(94*f(x) - 243*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(243 - sqrt(58673))/2) + C2*exp(x*(sqrt(58673) + 243)/2))"
497,"Eq(58*f(x) - 934*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(467 - sqrt(218031))) + C2*exp(x*(sqrt(218031) + 467)))"
498,"Eq(95*f(x) - 872*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(436 - sqrt(190001))) + C2*exp(x*(sqrt(190001) + 436)))"
499,"Eq(170*f(x) - 600*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(300 - sqrt(89830))) + C2*exp(x*(sqrt(89830) + 300)))"
500,"Eq(113*f(x) - 63*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(63 - sqrt(3517))/2) + C2*exp(x*(sqrt(3517) + 63)/2))"
501,"Eq(15*f(x) - 139*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(139 - sqrt(19261))/2) + C2*exp(x*(sqrt(19261) + 139)/2))"
502,"Eq(54*f(x) - 537*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(179 - sqrt(32017))/2) + C2*exp(3*x*(sqrt(32017) + 179)/2))"
503,"Eq(178*f(x) - 650*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(325 - sqrt(105447))) + C2*exp(x*(sqrt(105447) + 325)))"
504,"Eq(325*f(x) - 883*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(883 - sqrt(778389))/2) + C2*exp(x*(sqrt(778389) + 883)/2))"
505,"Eq(365*f(x) - 187*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(187 - sqrt(33509))/2) + C2*exp(x*(sqrt(33509) + 187)/2))"
506,"Eq(40*f(x) - 913*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(913 - 9*sqrt(10289))/2) + C2*exp(x*(9*sqrt(10289) + 913)/2))"
507,"Eq(69*f(x) - 17*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(17 - sqrt(13))/2) + C2*exp(x*(sqrt(13) + 17)/2))"
508,"Eq(50*f(x) - 127*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(127 - sqrt(15929))/2) + C2*exp(x*(sqrt(15929) + 127)/2))"
509,"Eq(345*f(x) - 492*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(246 - sqrt(60171))) + C2*exp(x*(sqrt(60171) + 246)))"
510,"Eq(345*f(x) - 396*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(198 - sqrt(38859))) + C2*exp(x*(sqrt(38859) + 198)))"
511,"Eq(267*f(x) - 928*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(464 - sqrt(215029))) + C2*exp(x*(sqrt(215029) + 464)))"
512,"Eq(201*f(x) - 793*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(793 - sqrt(628045))/2) + C2*exp(x*(sqrt(628045) + 793)/2))"
513,"Eq(225*f(x) - 854*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(427 - 2*sqrt(45526))) + C2*exp(x*(2*sqrt(45526) + 427)))"
514,"Eq(238*f(x) - 33*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(33 - sqrt(137))/2) + C2*exp(x*(sqrt(137) + 33)/2))"
515,"Eq(337*f(x) - 703*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(703 - sqrt(492861))/2) + C2*exp(x*(sqrt(492861) + 703)/2))"
516,"Eq(294*f(x) - 966*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(7*x*(69 - sqrt(4755))) + C2*exp(7*x*(sqrt(4755) + 69)))"
517,"Eq(21*f(x) - 980*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(490 - sqrt(240079))) + C2*exp(x*(sqrt(240079) + 490)))"
518,"Eq(354*f(x) - 533*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(533 - sqrt(282673))/2) + C2*exp(x*(sqrt(282673) + 533)/2))"
519,"Eq(265*f(x) - 498*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(249 - 2*sqrt(15434))) + C2*exp(x*(2*sqrt(15434) + 249)))"
520,"Eq(139*f(x) - 709*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(709 - 5*sqrt(20085))/2) + C2*exp(x*(5*sqrt(20085) + 709)/2))"
521,"Eq(384*f(x) - 941*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(941 - sqrt(883945))/2) + C2*exp(x*(sqrt(883945) + 941)/2))"
522,"Eq(134*f(x) - 664*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(332 - sqrt(110090))) + C2*exp(x*(sqrt(110090) + 332)))"
523,"Eq(50*f(x) - 548*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(274 - sqrt(75026))) + C2*exp(x*(sqrt(75026) + 274)))"
524,"Eq(267*f(x) - 285*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(285 - sqrt(80157))/2) + C2*exp(x*(sqrt(80157) + 285)/2))"
525,"Eq(60*f(x) - 387*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(387 - sqrt(149529))/2) + C2*exp(x*(sqrt(149529) + 387)/2))"
526,"Eq(278*f(x) - 529*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(529 - sqrt(278729))/2) + C2*exp(x*(sqrt(278729) + 529)/2))"
527,"Eq(274*f(x) - 433*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(433 - sqrt(186393))/2) + C2*exp(x*(sqrt(186393) + 433)/2))"
528,"Eq(31*f(x) - 466*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(233 - sqrt(54258))) + C2*exp(x*(sqrt(54258) + 233)))"
529,"Eq(258*f(x) - 236*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(118 - sqrt(13666))) + C2*exp(x*(sqrt(13666) + 118)))"
530,"Eq(348*f(x) - 4*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(2*sqrt(86)*x) + C2*cos(2*sqrt(86)*x))*exp(2*x))"
531,"Eq(374*f(x) - 536*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(268 - 5*sqrt(2858))) + C2*exp(x*(5*sqrt(2858) + 268)))"
532,"Eq(76*f(x) - 414*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(207 - sqrt(42773))) + C2*exp(x*(sqrt(42773) + 207)))"
533,"Eq(122*f(x) - 554*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(277 - sqrt(76607))) + C2*exp(x*(sqrt(76607) + 277)))"
534,"Eq(312*f(x) - 146*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(73 - sqrt(5017))) + C2*exp(x*(sqrt(5017) + 73)))"
535,"Eq(126*f(x) - 184*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(92 - sqrt(8338))) + C2*exp(x*(sqrt(8338) + 92)))"
536,"Eq(105*f(x) - 100*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(50 - sqrt(2395))) + C2*exp(x*(sqrt(2395) + 50)))"
537,"Eq(321*f(x) - 248*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(124 - sqrt(15055))) + C2*exp(x*(sqrt(15055) + 124)))"
538,"Eq(237*f(x) - 798*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(399 - 2*sqrt(39741))) + C2*exp(x*(2*sqrt(39741) + 399)))"
539,"Eq(100*f(x) - 436*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(109 - 4*sqrt(741))) + C2*exp(2*x*(4*sqrt(741) + 109)))"
540,"Eq(260*f(x) - 15*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(815)*x/2) + C2*cos(sqrt(815)*x/2))*exp(15*x/2))"
541,"Eq(264*f(x) - 32*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(2*sqrt(2)*x) + C2*cos(2*sqrt(2)*x))*exp(16*x))"
542,"Eq(263*f(x) - 505*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(505 - sqrt(253973))/2) + C2*exp(x*(sqrt(253973) + 505)/2))"
543,"Eq(305*f(x) - 647*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(647 - sqrt(417389))/2) + C2*exp(x*(sqrt(417389) + 647)/2))"
544,"Eq(73*f(x) - 492*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(246 - sqrt(60443))) + C2*exp(x*(sqrt(60443) + 246)))"
545,"Eq(9*f(x) - 257*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(257 - sqrt(66013))/2) + C2*exp(x*(sqrt(66013) + 257)/2))"
546,"Eq(44*f(x) - 741*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(741 - sqrt(548905))/2) + C2*exp(x*(sqrt(548905) + 741)/2))"
547,"Eq(112*f(x) - 5*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(3*sqrt(47)*x/2) + C2*cos(3*sqrt(47)*x/2))*exp(5*x/2))"
548,"Eq(146*f(x) - 719*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(719 - sqrt(516377))/2) + C2*exp(x*(sqrt(516377) + 719)/2))"
549,"Eq(149*f(x) - 881*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(881 - sqrt(775565))/2) + C2*exp(x*(sqrt(775565) + 881)/2))"
550,"Eq(142*f(x) - 612*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(306 - sqrt(93494))) + C2*exp(x*(sqrt(93494) + 306)))"
551,"Eq(12*f(x) - 125*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(125 - sqrt(15577))/2) + C2*exp(x*(sqrt(15577) + 125)/2))"
552,"Eq(114*f(x) - 847*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(847 - sqrt(716953))/2) + C2*exp(x*(sqrt(716953) + 847)/2))"
553,"Eq(123*f(x) - 78*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(39 - sqrt(1398))) + C2*exp(x*(sqrt(1398) + 39)))"
554,"Eq(170*f(x) - 183*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(183 - sqrt(32809))/2) + C2*exp(x*(sqrt(32809) + 183)/2))"
555,"Eq(72*f(x) - 989*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(989 - sqrt(977833))/2) + C2*exp(x*(sqrt(977833) + 989)/2))"
556,"Eq(190*f(x) - 344*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(172 - 3*sqrt(3266))) + C2*exp(x*(3*sqrt(3266) + 172)))"
557,"Eq(43*f(x) - 40*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(20 - sqrt(357))) + C2*exp(x*(sqrt(357) + 20)))"
558,"Eq(136*f(x) - 809*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(809 - sqrt(653937))/2) + C2*exp(x*(sqrt(653937) + 809)/2))"
559,"Eq(18*f(x) - 307*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(307 - sqrt(94177))/2) + C2*exp(x*(sqrt(94177) + 307)/2))"
560,"Eq(200*f(x) - 853*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(853 - sqrt(726809))/2) + C2*exp(x*(sqrt(726809) + 853)/2))"
561,"Eq(209*f(x) - 792*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(396 - sqrt(156607))) + C2*exp(x*(sqrt(156607) + 396)))"
562,"Eq(154*f(x) - 489*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(489 - sqrt(238505))/2) + C2*exp(x*(sqrt(238505) + 489)/2))"
563,"Eq(398*f(x) - 666*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(333 - sqrt(110491))) + C2*exp(x*(sqrt(110491) + 333)))"
564,"Eq(206*f(x) - 892*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(446 - sqrt(198710))) + C2*exp(x*(sqrt(198710) + 446)))"
565,"Eq(197*f(x) - 686*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(343 - 2*sqrt(29363))) + C2*exp(x*(2*sqrt(29363) + 343)))"
566,"Eq(289*f(x) - 709*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(709 - 15*sqrt(2229))/2) + C2*exp(x*(15*sqrt(2229) + 709)/2))"
567,"Eq(42*f(x) - 428*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(214 - sqrt(45754))) + C2*exp(x*(sqrt(45754) + 214)))"
568,"Eq(393*f(x) - 503*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(503 - sqrt(251437))/2) + C2*exp(x*(sqrt(251437) + 503)/2))"
569,"Eq(134*f(x) - 705*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(705 - sqrt(496489))/2) + C2*exp(x*(sqrt(496489) + 705)/2))"
570,"Eq(171*f(x) - 267*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(89 - sqrt(7845))/2) + C2*exp(3*x*(sqrt(7845) + 89)/2))"
571,"Eq(15*f(x) - 867*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(867 - sqrt(751629))/2) + C2*exp(x*(sqrt(751629) + 867)/2))"
572,"Eq(341*f(x) - 817*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(817 - 365*sqrt(5))/2) + C2*exp(x*(365*sqrt(5) + 817)/2))"
573,"Eq(98*f(x) - 310*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(155 - sqrt(23927))) + C2*exp(x*(sqrt(23927) + 155)))"
574,"Eq(84*f(x) - 112*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(28 - sqrt(763))) + C2*exp(2*x*(sqrt(763) + 28)))"
575,"Eq(357*f(x) - 781*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(781 - sqrt(608533))/2) + C2*exp(x*(sqrt(608533) + 781)/2))"
576,"Eq(336*f(x) - 726*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(363 - sqrt(131433))) + C2*exp(x*(sqrt(131433) + 363)))"
577,"Eq(156*f(x) - 345*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(345 - sqrt(118401))/2) + C2*exp(x*(sqrt(118401) + 345)/2))"
578,"Eq(33*f(x) - 973*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(973 - sqrt(946597))/2) + C2*exp(x*(sqrt(946597) + 973)/2))"
579,"Eq(278*f(x) - 808*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(404 - sqrt(162938))) + C2*exp(x*(sqrt(162938) + 404)))"
580,"Eq(62*f(x) - 796*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(398 - sqrt(158342))) + C2*exp(x*(sqrt(158342) + 398)))"
581,"Eq(153*f(x) - 642*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(107 - 2*sqrt(2858))) + C2*exp(3*x*(2*sqrt(2858) + 107)))"
582,"Eq(138*f(x) - 389*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(389 - sqrt(150769))/2) + C2*exp(x*(sqrt(150769) + 389)/2))"
583,"Eq(247*f(x) - 114*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(57 - sqrt(3002))) + C2*exp(x*(sqrt(3002) + 57)))"
584,"Eq(364*f(x) - 550*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(275 - sqrt(75261))) + C2*exp(x*(sqrt(75261) + 275)))"
585,"Eq(9*f(x) - 338*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(169 - 2*sqrt(7138))) + C2*exp(x*(2*sqrt(7138) + 169)))"
586,"Eq(222*f(x) - 785*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(785 - sqrt(615337))/2) + C2*exp(x*(sqrt(615337) + 785)/2))"
587,"Eq(247*f(x) - 863*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(863 - sqrt(743781))/2) + C2*exp(x*(sqrt(743781) + 863)/2))"
588,"Eq(97*f(x) - 939*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(939 - sqrt(881333))/2) + C2*exp(x*(sqrt(881333) + 939)/2))"
589,"Eq(235*f(x) - 178*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(89 - 3*sqrt(854))) + C2*exp(x*(3*sqrt(854) + 89)))"
590,"Eq(237*f(x) - 644*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(322 - sqrt(103447))) + C2*exp(x*(sqrt(103447) + 322)))"
591,"Eq(261*f(x) - 538*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(269 - 10*sqrt(721))) + C2*exp(x*(10*sqrt(721) + 269)))"
592,"Eq(85*f(x) - 805*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(805 - 3*sqrt(71965))/2) + C2*exp(x*(3*sqrt(71965) + 805)/2))"
593,"Eq(149*f(x) - 445*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(445 - sqrt(197429))/2) + C2*exp(x*(sqrt(197429) + 445)/2))"
594,"Eq(128*f(x) - 703*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(703 - sqrt(493697))/2) + C2*exp(x*(sqrt(493697) + 703)/2))"
595,"Eq(267*f(x) - 19*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(707)*x/2) + C2*cos(sqrt(707)*x/2))*exp(19*x/2))"
596,"Eq(279*f(x) - 862*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(431 - sqrt(185482))) + C2*exp(x*(sqrt(185482) + 431)))"
597,"Eq(364*f(x) - 744*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(186 - sqrt(34505))) + C2*exp(2*x*(sqrt(34505) + 186)))"
598,"Eq(96*f(x) - 885*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(885 - sqrt(782841))/2) + C2*exp(x*(sqrt(782841) + 885)/2))"
599,"Eq(297*f(x) - 125*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(125 - sqrt(14437))/2) + C2*exp(x*(sqrt(14437) + 125)/2))"
600,"Eq(63*f(x) - 709*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(709 - sqrt(502429))/2) + C2*exp(x*(sqrt(502429) + 709)/2))"
601,"Eq(61*f(x) - 642*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(321 - 2*sqrt(25745))) + C2*exp(x*(2*sqrt(25745) + 321)))"
602,"Eq(229*f(x) - 613*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(613 - sqrt(374853))/2) + C2*exp(x*(sqrt(374853) + 613)/2))"
603,"Eq(365*f(x) - 190*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(95 - 2*sqrt(2165))) + C2*exp(x*(2*sqrt(2165) + 95)))"
604,"Eq(232*f(x) - 863*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(863 - 3*sqrt(82649))/2) + C2*exp(x*(3*sqrt(82649) + 863)/2))"
605,"Eq(145*f(x) - 91*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(91 - sqrt(7701))/2) + C2*exp(x*(sqrt(7701) + 91)/2))"
606,"Eq(333*f(x) - 308*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(154 - sqrt(23383))) + C2*exp(x*(sqrt(23383) + 154)))"
607,"Eq(321*f(x) - 942*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(471 - 4*sqrt(13845))) + C2*exp(x*(4*sqrt(13845) + 471)))"
608,"Eq(48*f(x) - 311*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(311 - sqrt(96529))/2) + C2*exp(x*(sqrt(96529) + 311)/2))"
609,"Eq(297*f(x) - 352*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(176 - sqrt(30679))) + C2*exp(x*(sqrt(30679) + 176)))"
610,"Eq(142*f(x) - 877*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(877 - sqrt(768561))/2) + C2*exp(x*(sqrt(768561) + 877)/2))"
611,"Eq(5*f(x) - 658*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(329 - 2*sqrt(27059))) + C2*exp(x*(2*sqrt(27059) + 329)))"
612,"Eq(28*f(x) - 205*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(205 - 3*sqrt(4657))/2) + C2*exp(x*(3*sqrt(4657) + 205)/2))"
613,"Eq(72*f(x) - 720*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(6*x*(60 - sqrt(3598))) + C2*exp(6*x*(sqrt(3598) + 60)))"
614,"Eq(327*f(x) - 542*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(271 - sqrt(73114))) + C2*exp(x*(sqrt(73114) + 271)))"
615,"Eq(146*f(x) - 802*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(401 - sqrt(160655))) + C2*exp(x*(sqrt(160655) + 401)))"
616,"Eq(250*f(x) - 455*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(5*x*(91 - sqrt(8241))/2) + C2*exp(5*x*(sqrt(8241) + 91)/2))"
617,"Eq(164*f(x) - 417*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(417 - sqrt(173233))/2) + C2*exp(x*(sqrt(173233) + 417)/2))"
618,"Eq(292*f(x) - 110*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(55 - sqrt(2733))) + C2*exp(x*(sqrt(2733) + 55)))"
619,"Eq(344*f(x) - 216*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(54 - sqrt(2830))) + C2*exp(2*x*(sqrt(2830) + 54)))"
620,"Eq(297*f(x) - 320*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(160 - sqrt(25303))) + C2*exp(x*(sqrt(25303) + 160)))"
621,"Eq(360*f(x) - 54*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(9 - sqrt(41))) + C2*exp(3*x*(sqrt(41) + 9)))"
622,"Eq(243*f(x) - 210*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(35 - sqrt(1198))) + C2*exp(3*x*(sqrt(1198) + 35)))"
